PPN;EPN;Jahr;VD
567203883;;1589;
567189295;;1589;
56718885X;;1589;
567180972;;1589;
784858659;;1588;
784855005;;1588;
784846146;;1588;
610001485;;1588;
568223616;;1588;
568219937;;1588;
568214463;;1588;
568213637;;1588;
568187091;;1588;
568095685;287318605;1588;
568095685;287318613;1588;
568068645;;1588;
568063473;;1588;
56803483X;;1588;
568029925;;1588;
568027841;;1588;
568027248;123250080;1588;
568027248;626412927;1588;
567997987;;1588;
567977811;124589979;1588;
567977803;124589960;1588;
567970442;;1588;
567970345;123491037;1588;
567970345;123491045;1588;
567970345;123491053;1588;
567970345;1242944826;1588;
567970140;123489911;1588;
567970140;123489903;1588;
567970140;12348992X;1588;
567963624;;1588;
567943542;;1588;
567941191;;1588;
567929701;;1588;
567896927;;1588;
567886743;;1588;
56787527X;;1588;
567867722;;1588;
567864480;;1588;
567805794;137319231;1588;
567805794;13731924X;1588;
567805794;137319258;1588;
567805794;150928734;1588;
567743985;;1588;
567743217;;1588;
56769884X;;1588;
567694550;;1588;
567641511;;1588;
567637182;;1588;
567608182;;1588;
567594033;;1588;
567594025;124589995;1588;
567592146;;1588;
567582140;;1588;
567570053;;1588;
567559211;;1588;
567545725;;1588;
567518272;124788874;1588;
567512517;124589987;1588;
567454916;123084512;1588;
567454916;123084520;1588;
567402851;;1588;
567366472;124590098;1588;
56733760X;124589952;1588;
567337294;;1588;
56733600X;;1588;
567324095;;1588;
567257223;;1588;
567205916;124240313;1588;
791527204;;1587;
728624745;;1587;
728623048;;1587;
728620677;;1587;
728617218;;1587;
610003992;;1587;
568216598;;1587;
568212932;;1587;
568199065;;1587;
568188756;;1587;
56818663X;;1587;
568165861;;1587;
568116925;;1587;
568113721;;1587;
568106954;;1587;
568087011;;1587;
568067452;;1587;
56805542X;;1587;
568055276;;1587;
568034791;;1587;
568002350;;1587;
567991946;123286425;1587;
567991946;123286417;1587;
567991784;;1587;
56799175X;;1587;
567982637;;1587;
567977900;124590071;1587;
567977900;147762030;1587;
567977854;124706681;1587;
567977854;124706673;1587;
567977854;12470669X;1587;
567970132;123489881;1587;
567970132;12348989X;1587;
567969916;;1587;
567969894;;1587;
567946649;123580889;1587;
567946649;123580897;1587;
567941442;;1587;
567899322;;1587;
567895785;;1587;
567886786;;1587;
567869806;124361951;1587;
567869806;12436196X;1587;
567867706;;1587;
567787990;;1587;
567748561;;1587;
567745287;;1587;
567694178;;1587;
567666670;;1587;
567665097;;1587;
567658791;;1587;
567658627;56837178X;1587;
567634116;;1587;
567628388;;1587;
567619907;;1587;
567615286;136277152;1587;
567615286;136277160;1587;
567597032;;1587;
567588513;;1587;
567586669;;1587;
567582744;;1587;
567582620;;1587;
567572870;;1587;
567548201;;1587;
567539393;;1587;
567522237;;1587;
567472205;;1587;
567456196;;1587;
567434907;;1587;
567421147;;1587;
567372782;136189512;1587;
567338134;;1587;
567333671;;1587;
56733340X;124580513;1587;
56733340X;124580505;1587;
56733340X;147827310;1587;
567329003;;1587;
567327752;12360186X;1587;
567326012;;1587;
567312658;;1587;
567288846;124230016;1587;
567255719;;1587;
567246752;;1587;
56723102X;;1587;
567224538;;1587;
791461262;;1586;
78485033X;;1586;
728629186;;1586;
568236297;;1586;
568219546;14776825X;1586;
568219546;147768225;1586;
568219546;147768233;1586;
568219546;147768241;1586;
568219546;122696859;1586;
568219546;147768268;1586;
568219546;147768276;1586;
568219546;147768284;1586;
568219546;122696840;1586;
568198875;124840795;1586;
568171535;;1586;
568137817;;1586;
568117220;;1586;
568107195;;1586;
56810692X;;1586;
56805217X;;1586;
568001826;;1586;
567974642;;1586;
567970167;;1586;
567963373;123988756;1586;
567946622;;1586;
56791612X;;1586;
567885054;;1586;
56787561X;;1586;
567864278;;1586;
567777901;124121276;1586;
567777901;189408006;1586;
567777901;189408014;1586;
567777901;189408022;1586;
567767590;124812430;1586;
567767590;160887844;1586;
567697541;;1586;
567674398;;1586;
567654303;;1586;
567649792;;1586;
567643085;;1586;
567614816;;1586;
56758397X;;1586;
567562379;;1586;
567558924;;1586;
567550966;;1586;
567550958;;1586;
567547353;;1586;
567539083;;1586;
567533026;;1586;
567478777;;1586;
567458032;;1586;
567457664;;1586;
567457591;;1586;
567444848;285739123;1586;
567438503;;1586;
56741812X;;1586;
567407527;;1586;
567375080;;1586;
567371662;;1586;
567340694;;1586;
567333205;;1586;
567288560;123603714;1586;
567268799;123633036;1586;
567268799;568370759;1586;
567266788;;1586;
567252043;;1586;
567245322;;1586;
567231585;;1586;
56721012X;;1586;
567198499;;1586;
1124403191;;1585;
568229002;;1585;
56822289X;;1585;
568204123;;1585;
568175506;;1585;
568169077;;1585;
568133161;;1585;
568112024;229578756;1585;
568112024;229578764;1585;
568092317;125106890;1585;
568092317;125106882;1585;
568084047;123051290;1585;
568084047;176134255;1585;
568084047;176134263;1585;
568084047;176134271;1585;
568048245;;1585;
568031733;;1585;
568030362;192052055;1585;
568030362;123485908;1585;
567977862;123515017;1585;
567977862;123515025;1585;
567977862;123515033;1585;
567970507;123489296;1585;
567970507;123489288;1585;
567970507;12348927X;1585;
567970469;124513301;1585;
567970469;12451331X;1585;
567970469;147796059;1585;
567970434;;1585;
567970388;;1585;
56797037X;123289742;1585;
56797037X;123289785;1585;
567969797;;1585;
567969738;;1585;
567969681;;1585;
567936805;;1585;
567915379;;1585;
567914682;;1585;
567899071;125048351;1585;
567893928;123506182;1585;
567893928;123506190;1585;
567893928;123506204;1585;
567893928;123506212;1585;
567889394;;1585;
567884953;181366630;1585;
567870944;;1585;
567867676;;1585;
567801373;;1585;
567800016;;1585;
567781968;924309237;1585;
567776980;123485916;1585;
567776980;289232759;1585;
567776980;192052063;1585;
567773825;;1585;
567761142;;1585;
567744531;;1585;
567734544;122899695;1585;
567732266;;1585;
567686558;;1585;
567673545;;1585;
567614573;224571575;1585;
567614573;290975840;1585;
567598020;;1585;
567594351;279570619;1585;
567583481;;1585;
56756701X;;1585;
567554058;;1585;
56755404X;276842456;1585;
567550443;;1585;
567548171;;1585;
567538680;289847109;1585;
56753068X;;1585;
567474070;123615577;1585;
567474070;174990863;1585;
567474070;174990871;1585;
56743169X;12353450X;1585;
56741535X;;1585;
567388808;;1585;
567333582;325875316;1585;
567333582;325875324;1585;
567333582;325875332;1585;
567333582;325875340;1585;
567333582;325875359;1585;
567333582;325875367;1585;
567333485;;1585;
567333345;;1585;
567333299;123489334;1585;
567333124;;1585;
56733192X;;1585;
567322211;124832423;1585;
567322211;124832407;1585;
567322211;124832415;1585;
567306283;;1585;
56729739X;;1585;
567255476;;1585;
567237346;;1585;
567224988;;1585;
1179866649;;1584;
1179853067;;1584;
1112281991;;1584;
749712287;;1584;
749677473;;1584;
728621169;;1584;
568234219;17613378X;1584;
568232909;;1584;
568226046;;1584;
568217861;28985427X;1584;
568190750;;1584;
568158687;;1584;
568138686;;1584;
56811681X;122977300;1584;
56811681X;122977297;1584;
56811681X;137916167;1584;
56811681X;137916175;1584;
568112032;124591868;1584;
568112032;124591876;1584;
568112032;124591884;1584;
568112032;124591892;1584;
568112032;124591906;1584;
568084039;176133224;1584;
568084039;123051282;1584;
568059344;227965981;1584;
568055268;;1584;
568024915;;1584;
568018109;;1584;
567991970;;1584;
567991733;;1584;
567991725;;1584;
567991717;;1584;
567973409;;1584;
567970353;;1584;
567970124;;1584;
567970086;123446562;1584;
567970086;123446570;1584;
567970086;123446589;1584;
567970086;123446597;1584;
567920836;;1584;
567915360;;1584;
567885216;;1584;
567868397;;1584;
567867668;;1584;
567859185;;1584;
567779750;;1584;
567753808;;1584;
567740307;;1584;
56771408X;;1584;
567704491;;1584;
567662055;;1584;
567661784;;1584;
567649873;;1584;
567649660;;1584;
567599817;;1584;
567599310;;1584;
567577368;;1584;
56757492X;;1584;
567574881;;1584;
567574873;;1584;
567574865;;1584;
567574857;;1584;
567574849;;1584;
567574830;;1584;
567570371;;1584;
567565890;;1584;
567560899;123502004;1584;
567543900;;1584;
567543897;;1584;
567510697;;1584;
567507319;;1584;
56750641X;;1584;
567464822;;1584;
567437876;123710219;1584;
567428524;;1584;
567363112;;1584;
567336883;123689945;1584;
567333876;123490391;1584;
567333876;123490405;1584;
567333876;123490413;1584;
567333302;123491444;1584;
567333302;123491452;1584;
567276015;;1584;
567203085;;1584;
567184676;;1584;
568106555;13622993X;1583;
568106555;136229913;1583;
568106555;136229905;1583;
568106555;136229921;1583;
568106555;136229891;1583;
568026500;;1583;
568012321;;1583;
567991989;;1583;
567991962;;1583;
56799189X;;1583;
567991709;;1583;
567991695;;1583;
567988554;;1583;
567977765;1245102877;1583;
567975509;;1583;
567970485;;1583;
56796972X;123446678;1583;
56796972X;123446686;1583;
56796972X;123446694;1583;
567887545;;1583;
56786765X;;1583;
567779378;;1583;
567779343;;1583;
56777712X;;1583;
567775089;126694761;1583;
567764516;127906959;1583;
567764516;127906967;1583;
567712397;;1583;
567711250;;1583;
567676269;;1583;
567654982;;1583;
567624978;;1583;
567614271;;1583;
567574814;;1583;
56756696X;;1583;
567566951;;1583;
567533824;;1583;
56750669X;;1583;
567491072;;1583;
567484033;1245101730;1583;
567417840;;1583;
567363279;;1583;
567324915;123452988;1583;
567315193;;1583;
567298604;;1583;
567293645;;1583;
567288889;;1583;
567264076;;1583;
568112040;;1582;
568105133;;1582;
568055314;124470165;1582;
568025628;122876555;1582;
568025628;122876563;1582;
568025628;122876571;1582;
568025628;12287658X;1582;
568018060;;1582;
567991873;124674402;1582;
567991873;128302585;1582;
567991873;128302593;1582;
567991873;128302607;1582;
567991830;;1582;
567983951;;1582;
567969703;;1582;
567963683;;1582;
567715310;;1582;
567660559;;1582;
567652556;124625258;1582;
567621561;;1582;
56757623X;;1582;
567569624;124391737;1582;
567566943;;1582;
567546772;275294838;1582;
567539989;;1582;
567462447;;1582;
567392201;;1582;
567356043;;1582;
567333515;;1582;
567316939;;1582;
567307468;;1582;
567231518;;1582;
567182819;;1582;
728629542;;1581;
568205464;;1581;
568176626;;1581;
568121074;;1581;
568107101;;1581;
568097971;;1581;
56807792X;;1581;
568055322;231505256;1581;
56805525X;124500536;1581;
568055241;124500528;1581;
568018052;;1581;
567970256;123491274;1581;
567965813;;1581;
567946657;123452996;1581;
567946657;123453003;1581;
567933717;;1581;
567933695;;1581;
567893839;;1581;
567888738;;1581;
567871622;;1581;
567789756;122876938;1581;
567789756;122876946;1581;
567789756;122876954;1581;
567781348;;1581;
567714306;;1581;
567691802;;1581;
567681297;;1581;
567641732;;1581;
567588904;;1581;
567588025;291246796;1581;
567583643;;1581;
567574806;;1581;
567574792;;1581;
567566935;;1581;
567547159;122981006;1581;
567486729;223629677;1581;
567484955;175233128;1581;
567466531;;1581;
56746279X;;1581;
567457818;;1581;
567333523;;1581;
567314928;;1581;
567304922;;1581;
567240630;12427336X;1581;
56719602X;;1581;
56822552X;;1580;
568152468;;1580;
568116836;;1580;
568105192;;1580;
568091418;;1580;
568084152;;1580;
568071425;;1580;
568064356;174549628;1580;
568064356;174549636;1580;
568064356;17454961X;1580;
568064356;174549601;1580;
568055330;;1580;
568042433;;1580;
567996611;125031262;1580;
567996611;1241178941;1580;
567996611;125031254;1580;
567970329;;1580;
567969991;;1580;
567969983;124516963;1580;
567969983;147828570;1580;
567969983;124516955;1580;
56796583X;;1580;
567963675;;1580;
567955710;;1580;
567907031;;1580;
567889548;;1580;
56787530X;;1580;
567870553;;1580;
567720632;;1580;
567630536;;1580;
567622428;;1580;
567618986;12454133X;1580;
567618986;124541348;1580;
567614875;;1580;
567594955;;1580;
567574784;;1580;
567547140;124355595;1580;
567547140;311795137;1580;
567539423;;1580;
567526062;;1580;
567508978;;1580;
567483053;;1580;
567475182;;1580;
567470873;;1580;
567462536;;1580;
567457885;;1580;
567430855;;1580;
567421899;;1580;
567400786;;1580;
567391213;238064964;1580;
567378136;124705170;1580;
567311872;123491126;1580;
567296059;;1580;
567291588;149071205;1580;
56727781X;124513948;1580;
56727781X;124513956;1580;
56727781X;147830338;1580;
567274772;;1580;
567268896;;1580;
567257002;;1580;
56725383X;;1580;
567251071;123883997;1580;
567221717;;1580;
56720104X;;1580;
568176553;;1579;
568145690;;1579;
568136527;123816106;1579;
568136527;123816114;1579;
568136527;123816122;1579;
568105109;123018587;1579;
568083377;17496644X;1579;
568083377;123248485;1579;
568083377;174966458;1579;
568041763;124062083;1579;
568017994;;1579;
568003144;;1579;
568001648;123527805;1579;
567996603;;1579;
567991938;124706886;1579;
567991849;;1579;
567973468;122875389;1579;
567973468;122875397;1579;
567973468;122875400;1579;
567973468;122875419;1579;
567973468;122875427;1579;
567973468;122875435;1579;
567973468;122875443;1579;
567973468;122875451;1579;
567973468;12287546X;1579;
56797023X;;1579;
567969967;;1579;
567924661;;1579;
567885607;;1579;
567687422;;1579;
567601269;125031130;1579;
567601269;125031149;1579;
567589072;;1579;
567570274;;1579;
567511863;;1579;
567406571;;1579;
567329984;;1579;
56725741X;;1579;
567256499;12291578X;1579;
567181111;;1579;
558995772;;1579;
568208757;;1578;
568201205;;1578;
568121066;;1578;
568012674;125087438;1578;
567969886;;1578;
567969789;;1578;
567969770;;1578;
567969762;123489644;1578;
567969762;123489652;1578;
567969762;123489660;1578;
567969762;123489679;1578;
567969762;123489687;1578;
567969754;;1578;
56796373X;;1578;
567931668;;1578;
567922987;;1578;
567922979;;1578;
567916014;;1578;
56778665X;123761182;1578;
56773966X;;1578;
567705390;;1578;
567663604;;1578;
567611256;122779584;1578;
567611256;122779592;1578;
567585301;;1578;
567568415;;1578;
567548147;;1578;
567360830;;1578;
567356051;;1578;
567340821;;1578;
567333183;;1578;
567333140;;1578;
567310647;;1578;
567296865;12348975X;1578;
567256960;;1578;
567217221;;1578;
567212327;;1578;
784849986;;1577;
568228502;;1577;
568216768;;1577;
56804276X;122946960;1577;
56804276X;122946952;1577;
56804276X;27384752X;1577;
56804276X;273847538;1577;
568018494;;1577;
568017951;;1577;
567970426;;1577;
567963659;;1577;
567859134;;1577;
567797058;288258525;1577;
567548139;;1577;
567524868;;1577;
56751319X;;1577;
567487245;;1577;
567401162;132264730;1577;
567360911;125031270;1577;
567360911;125031289;1577;
567360911;134647149;1577;
56736089X;;1577;
567328465;;1577;
567319148;;1577;
567300811;;1577;
567264661;132129000;1577;
567259366;;1577;
567257320;123601959;1577;
567203611;;1577;
567192601;;1577;
728624117;;1576;
568234243;;1576;
568169522;;1576;
56810224X;;1576;
568055209;;1576;
56799662X;;1576;
567991865;;1576;
567889831;124876129;1576;
567889831;124876137;1576;
567889831;124876145;1576;
567889831;156166097;1576;
567879356;;1576;
567737756;;1576;
567634647;132129825;1576;
567634647;132129833;1576;
567629198;124053327;1576;
567589862;;1576;
567589161;;1576;
567514781;;1576;
567430944;;1576;
567414019;;1576;
567396282;;1576;
567310868;128565667;1576;
567310868;123602130;1576;
567310868;132127040;1576;
567310868;132127059;1576;
567284697;;1576;
567278891;;1576;
56726405X;;1576;
567255433;;1576;
567250318;12848571X;1576;
567250318;574863117;1576;
567250318;574863125;1576;
567250318;574863133;1576;
567250318;574863141;1576;
567250318;57486315X;1576;
568035593;;1575;
568017919;;1575;
568003136;;1575;
56799192X;;1575;
567991822;;1575;
567991814;;1575;
567991806;124674569;1575;
567991792;;1575;
567972224;12297607X;1575;
567972224;122976088;1575;
567972224;122976096;1575;
567970019;;1575;
567969878;;1575;
567969843;;1575;
56796440X;124674534;1575;
56796440X;147159490;1575;
567963721;;1575;
567897745;;1575;
567895734;123073308;1575;
567895734;123073316;1575;
567613739;124598498;1575;
567588378;;1575;
567434966;124674593;1575;
567434966;124674607;1575;
567434966;124674615;1575;
567434966;124674623;1575;
567434966;147160774;1575;
567434966;147160782;1575;
567389650;124930581;1575;
567389650;12493059X;1575;
567389650;124930603;1575;
567365891;;1575;
567356957;;1575;
567303918;123602335;1575;
567303918;573343357;1575;
567303918;573343365;1575;
567301508;123603463;1575;
567301419;123991196;1575;
567301419;12399120X;1575;
567301419;123991218;1575;
567285219;;1575;
567257185;;1575;
567206157;;1575;
568084179;;1574;
568017900;;1574;
567991881;;1574;
567991857;;1574;
567977919;124590187;1574;
567969851;;1574;
567969746;123489792;1574;
56796969X;;1574;
567963713;;1574;
567665763;;1574;
567587126;;1574;
567366847;;1574;
567333272;;1574;
567283054;123548691;1574;
567283054;123548705;1574;
567283054;123548713;1574;
567283054;123548721;1574;
567264181;;1574;
567253171;;1574;
567219267;;1574;
567216624;123159296;1574;
567216624;12315930X;1574;
567216624;123159318;1574;
568105168;;1573;
568084160;;1573;
568075889;;1573;
567970477;124513964;1573;
567970477;124513972;1573;
567970477;124513298;1573;
567970248;;1573;
567970221;;1573;
567969975;;1573;
567961575;;1573;
567798445;;1573;
567771865;;1573;
56776110X;;1573;
567752399;;1573;
567672905;;1573;
567550885;;1573;
567474291;;1573;
567325458;;1573;
567260259;;1573;
567214788;;1573;
568192737;;1572;
568192702;122774981;1572;
568085116;;1572;
56808411X;;1572;
568084071;;1572;
56806111X;124248519;1572;
56806111X;140820531;1572;
56806111X;14082054X;1572;
567991911;;1572;
567972364;;1572;
567970418;;1572;
567970337;;1572;
567970094;;1572;
567970000;;1572;
567921727;124513182;1572;
56777841X;12305009X;1572;
56777841X;123050103;1572;
56777841X;123050111;1572;
56777841X;12305012X;1572;
56777841X;123050138;1572;
56777841X;123050146;1572;
56777841X;123050154;1572;
56777841X;123050162;1572;
56777841X;123050170;1572;
56777841X;123050189;1572;
56777841X;123050197;1572;
567737888;;1572;
567735036;;1572;
567590747;;1572;
567578526;;1572;
567462897;124180604;1572;
567457893;;1572;
567393224;;1572;
567366596;;1572;
567341127;;1572;
567335321;;1572;
567333728;124213715;1572;
567333728;124213723;1572;
567333590;;1572;
567333477;;1572;
567333310;;1572;
567321460;;1572;
56722936X;;1572;
567196550;;1572;
567192644;;1572;
567181545;;1572;
568192257;124470629;1571;
568192257;124470637;1571;
568192257;124470645;1571;
568192257;124470653;1571;
568192257;124470661;1571;
568175492;;1571;
568141768;;1571;
568133218;;1571;
568082559;;1571;
568078330;;1571;
568065735;;1571;
568064453;;1571;
568017846;;1571;
567970531;;1571;
567970213;;1571;
567970108;123490987;1571;
567970108;123490995;1571;
567970108;123491002;1571;
567774112;;1571;
567746011;;1571;
567718727;124414362;1571;
567718727;124414370;1571;
567718727;268357897;1571;
567637778;;1571;
567590771;;1571;
567564479;;1571;
567558886;;1571;
567487350;;1571;
567484297;;1571;
567454363;;1571;
567333264;127761926;1571;
567333264;127761918;1571;
567333132;123490324;1571;
567333132;123490332;1571;
567333132;123490340;1571;
567332837;;1571;
567324834;;1571;
56732057X;;1571;
567275256;;1571;
567271293;;1571;
567250970;;1571;
567194809;;1571;
568229320;;1570;
568226259;;1570;
568084187;;1570;
568084128;;1570;
568012577;;1570;
568008138;;1570;
567970310;;1570;
567964876;123480582;1570;
567963705;;1570;
567873897;124217869;1570;
567873897;124217877;1570;
567873897;124217885;1570;
567873897;124217893;1570;
567873897;124217907;1570;
567873897;124217915;1570;
567873897;21743777X;1570;
567873897;1164498002;1570;
567873889;12299177X;1570;
567873889;122991761;1570;
567722511;;1570;
567720039;;1570;
567641627;123490529;1570;
567641627;123490537;1570;
567641627;123490545;1570;
567641627;123490553;1570;
567641627;123490561;1570;
567548120;;1570;
567524833;;1570;
567509826;;1570;
567506541;122779797;1570;
567506541;122779800;1570;
567506541;153020555;1570;
567506541;153020563;1570;
567506541;153020571;1570;
567406911;;1570;
567333248;12349057X;1570;
567333191;;1570;
567269809;;1570;
567232085;123491592;1570;
728616521;;1569;
568230779;;1569;
568223403;123231205;1569;
568223403;123231213;1569;
568223403;123231221;1569;
568223403;12323123X;1569;
568223403;123231248;1569;
568223403;123231256;1569;
568223403;123455367;1569;
568220056;;1569;
568218892;;1569;
568212738;;1569;
567970205;12777162X;1569;
567970116;;1569;
567963667;123963370;1569;
567885992;;1569;
567748251;;1569;
567696510;;1569;
56766838X;;1569;
567585131;290073995;1569;
567583074;;1569;
567553140;;1569;
567552586;124461034;1569;
567550850;289080215;1569;
567550230;;1569;
567420779;;1569;
567403238;577312162;1569;
567380955;124961622;1569;
567261352;;1569;
56726064X;12349608X;1569;
567238210;;1569;
567204138;;1569;
567194388;;1569;
568064666;;1568;
568052285;;1568;
568012550;;1568;
567970566;;1568;
567970035;;1568;
567969800;;1568;
567608077;;1568;
567602796;;1568;
567589870;;1568;
567373894;;1568;
567333434;;1568;
56733239X;;1568;
567330974;;1568;
567275876;;1568;
567261581;;1568;
568211596;;1567;
56803936X;;1567;
568029909;;1567;
567970027;;1567;
567588327;;1567;
567290948;;1567;
567210030;;1567;
568225147;;1566;
56814208X;124249256;1566;
568105222;;1566;
568012542;1457718766;1566;
568012542;124881084;1566;
568012224;;1566;
567586367;;1566;
567486575;;1566;
567388379;;1566;
567261212;;1566;
77925127X;;1565;
568135911;;1565;
568105214;;1565;
568048237;;1565;
567933709;;1565;
567618943;;1565;
568221672;;1564;
568176375;;1564;
567970183;124458572;1564;
567970183;124458580;1564;
567970183;124458599;1564;
567970183;124458602;1564;
567970183;124458610;1564;
567970183;124458629;1564;
567970183;124458637;1564;
567970159;;1564;
56797006X;;1564;
567970051;124474063;1564;
567970051;124474071;1564;
567970051;12447408X;1564;
567970051;124474098;1564;
567970051;124474101;1564;
567970051;12447411X;1564;
567970043;124553788;1564;
567970043;124553796;1564;
567970043;12455380X;1564;
567970043;124553818;1564;
567970043;124553826;1564;
567970043;124553834;1564;
567969673;124553680;1564;
567913015;;1564;
567891631;;1564;
567800768;;1564;
567605604;122779959;1564;
567495825;;1564;
568105206;;1563;
568064712;;1563;
568058208;;1563;
567875377;123000661;1563;
567875377;12300067X;1563;
567875377;123000688;1563;
567875377;123000696;1563;
567875377;12300070X;1563;
567875377;123000718;1563;
567875377;123000726;1563;
567875377;123000734;1563;
567875377;123000742;1563;
567874869;;1563;
567666018;;1563;
567552454;;1563;
567440575;123407125;1563;
567432475;;1563;
567378764;;1563;
56727103X;;1563;
567261069;;1563;
568235312;;1562;
568235304;124706746;1562;
568235304;124706754;1562;
568235304;124706762;1562;
568235304;124706770;1562;
568235304;124706789;1562;
568235304;124706797;1562;
568235304;124706800;1562;
568235304;124706819;1562;
568235304;124434495;1562;
568235304;124434509;1562;
568222814;;1562;
567970515;;1562;
56797040X;;1562;
567969924;;1562;
567889432;;1562;
567747182;;1562;
567719359;;1562;
567714950;;1562;
567684466;;1562;
567546667;;1562;
567433552;;1562;
567333787;123491835;1562;
567333787;123491843;1562;
567333744;123491827;1562;
567301486;;1562;
567242897;;1562;
784844720;;1561;
568126491;123055180;1561;
568077490;;1561;
567982424;;1561;
567970493;;1561;
567970302;;1561;
567969835;;1561;
567969819;;1561;
56791805X;;1561;
567889858;;1561;
567333418;;1561;
567302024;;1561;
728623323;;1560;
568215036;;1560;
568175964;;1560;
568159322;;1560;
568077482;;1560;
568077474;;1560;
568036387;;1560;
568036379;122920228;1560;
567970361;;1560;
567970299;123491304;1560;
567970280;;1560;
567969827;;1560;
567969711;;1560;
567885704;;1560;
567712753;;1560;
567591093;;1560;
567321525;12375254X;1560;
567278107;;1560;
567206653;;1560;
567188507;;1560;
568217160;;1559;
568126467;284654523;1559;
568036352;;1559;
568027825;;1559;
567885909;123602114;1559;
567885909;123602122;1559;
567885909;128365242;1559;
567885852;128350296;1559;
567707881;;1559;
567435768;234100974;1559;
567325679;;1559;
567282430;128568623;1559;
567270467;;1559;
567269523;;1559;
567223256;128364785;1559;
568235630;;1558;
568068483;;1558;
567879682;;1558;
567523853;;1558;
567467406;;1558;
56740000X;;1558;
567297918;;1558;
567279367;124818951;1558;
567264548;;1558;
568229827;123602343;1557;
567779432;;1557;
567601390;;1557;
567408132;;1557;
567329720;;1557;
567278077;;1557;
567267636;123216141;1557;
567264971;;1557;
567219542;;1557;
568221095;;1556;
567961680;;1556;
567566307;;1556;
567509540;;1556;
567412555;123679508;1556;
567407969;12285246X;1556;
567398927;;1556;
567275574;123600456;1556;
567257339;123601266;1556;
567256790;123987253;1556;
568239423;;1555;
568208803;;1555;
56817979X;;1555;
567896846;;1555;
567885917;;1555;
567586995;;1555;
567508706;124675182;1555;
567462838;123276497;1555;
567462838;123276500;1555;
567333469;;1555;
567297764;123600464;1555;
567258688;123753201;1555;
567258688;12375321X;1555;
567256995;;1555;
567256707;;1554;
568197151;123619920;1553;
568197151;123619939;1553;
568197151;123619947;1553;
568197151;123619955;1553;
568197151;123619963;1553;
56804102X;;1553;
568040457;122971663;1553;
567898059;;1553;
567618854;;1553;
567256871;;1552;
567245438;;1552;
567875334;;1550;
567976394;;1547;
567898113;;1547;
568030303;;1545;
567437345;;1544;
568225325;;1540;
568140907;;1540;
567788091;;1540;
567788105;;1539;
567487792;;1533;
568105117;;1532;
